EXAM_ID,PREP_TYPE,PREP_TEXT,LINK
PLACEHOLDER,learning path,Process and classify images with the Azure Cognitive Vision Services,https://docs.microsoft.com/en-us/learn/paths/classify-images-with-vision-services
PLACEHOLDER,learning path,Create Intelligent Bots with the Azure Bot Service,https://docs.microsoft.com/en-us/learn/paths/create-bots-with-the-azure-bot-service
PLACEHOLDER,learning path,Process and translate speech with Azure Cognitive Speech Services,https://docs.microsoft.com/en-us/learn/paths/translate-speech-with-speech-services
PLACEHOLDER,learning path,Evaluate text with Azure Cognitive Language Services,https://docs.microsoft.com/en-us/learn/paths/evaluate-text-with-language-services
PLACEHOLDER,learning path,Publish a Machine Learning Experiment with Microsoft Azure Machine Learning Studio,https://docs.microsoft.com/en-us/learn/paths/publish-experiment-with-ml-studio
PLACEHOLDER,module,Predict flight delays by creating a machine learning model in Python,https://docs.microsoft.com/en-us/learn/modules/predict-flight-delays-with-python
PLACEHOLDER,module,Analyze the sentiment of reviews with Keras,https://docs.microsoft.com/en-us/learn/modules/analyze-review-sentiment-with-keras
PLACEHOLDER,learning path,Implementing Dynamics 365 Customer Engagement Online,https://docs.microsoft.com/en-us/learn/paths/implementing-customer-engagement-online
PLACEHOLDER,module,Manage Dynamics 365 clients,https://docs.microsoft.com/en-us/learn/modules/manage-clients
PLACEHOLDER,module,Microsoft Power Platform Mobile management,https://docs.microsoft.com/en-us/learn/modules/power-platform-mobile-management
PLACEHOLDER,module,Configure ledgers and journals in Dynamics 365 for Finance and Operations,https://docs.microsoft.com/en-us/learn/modules/configure-ledgers-journals-in-dynamics-365-finance-ops
PLACEHOLDER,module,Design Microsoft Power Platform Dynamics 365 Deployments,https://docs.microsoft.com/en-us/learn/modules/designing-power-platform-deployments
PLACEHOLDER,module,Configure currencies in Dynamics 365 for Finance and Operations,https://docs.microsoft.com/en-us/learn/modules/configure-currencies-in-dynamics-365-finance-ops
PLACEHOLDER,module,"Configure forms, charts, and dashboards in model driven apps for Customer Engagement",https://docs.microsoft.com/en-us/learn/modules/configure-model-driven-apps-customer-engagement
PLACEHOLDER,module,"Create fiscal calendars, years, and periods in Dynamics 365 for Finance and Operations",https://docs.microsoft.com/en-us/learn/modules/create-fiscal-calendars-years-periods-in-dynamics-365-finance-ops
PLACEHOLDER,module,Access SQL Data Warehouse instances with Azure Databricks,https://docs.microsoft.com/en-us/learn/modules/understand-the-sql-dw-connector-with-azure-databricks
PLACEHOLDER,module,Perform basic data transformations in Azure Databricks,https://docs.microsoft.com/en-us/learn/modules/perform-basic-data-transformation-in-azure-databricks
PLACEHOLDER,module,Read and write data using Azure Databricks,https://docs.microsoft.com/en-us/learn/modules/read-and-write-data-using-azure-databricks
PLACEHOLDER,module,Perform advanced data transformation in Azure Databricks,https://docs.microsoft.com/en-us/learn/modules/perform-advanced-data-transformation-in-azure-databricks
PLACEHOLDER,module,Perform text analytics with Azure Databricks,https://docs.microsoft.com/en-us/learn/modules/perform-text-analytics-with-azure-databricks
PLACEHOLDER,module,Create data pipelines by using Databricks Delta,https://docs.microsoft.com/en-us/learn/modules/create-data-pipelines-using-databricks-delta
PLACEHOLDER,module,Personalize Dynamics 365 for Finance and Operations,https://docs.microsoft.com/en-us/learn/modules/personalize-dynamics-365-finance-ops
PLACEHOLDER,module,Data ingestion with Azure data factory,https://docs.microsoft.com/en-us/learn/modules/data-ingestion-with-azure-data-factory
PLACEHOLDER,module,Create data visualizations by using Azure Databricks and Power BI,https://docs.microsoft.com/en-us/learn/modules/create-data-visualizations-using-azure-databricks-and-power-bi
PLACEHOLDER,module,Work with streaming data in Azure Databricks,https://docs.microsoft.com/en-us/learn/modules/streaming-in-azure-databricks
PLACEHOLDER,module,Deep learning with Azure Databricks,https://docs.microsoft.com/en-us/learn/modules/deep-learning-in-azure-databricks
PLACEHOLDER,module,Introduction to Azure Databricks,https://docs.microsoft.com/en-us/learn/modules/intro-to-azure-databricks
PLACEHOLDER,learning path,Perform data engineering with Azure Databricks,https://docs.microsoft.com/en-us/learn/paths/data-engineering-with-databricks
PLACEHOLDER,module,Set up batch jobs in Dynamics 365 for Finance and Operations,https://docs.microsoft.com/en-us/learn/modules/setup-batch-jobs-in-dynamics-365-finance-ops
PLACEHOLDER,module,Plan and implement security in Dynamics 365 for Finance and Operations,https://docs.microsoft.com/en-us/learn/modules/plan-and-implement-security-in-dynamics-365-finance-ops
PLACEHOLDER,module,Document and test your PowerApps application,https://docs.microsoft.com/en-us/learn/modules/document-test-powerapps-app
PLACEHOLDER,module,Get help and learn more about Dynamics 365 for Finance and Operations,https://docs.microsoft.com/en-us/learn/modules/get-help-with-dynamics-365-finance-ops
PLACEHOLDER,module,Navigate Dynamics 365 for Finance and Operations,https://docs.microsoft.com/en-us/learn/modules/navigate-dynamics-365-finance-ops
PLACEHOLDER,module,Introduction to Dynamics 365 for Finance and Operations,https://docs.microsoft.com/en-us/learn/modules/introduction-to-dynamics-365-finance-ops
PLACEHOLDER,module,Provision and administer Dynamics 365 portals,https://docs.microsoft.com/en-us/learn/modules/provisioning-and-administering-portal
PLACEHOLDER,module,Introduction to Dynamics 365 portals,https://docs.microsoft.com/en-us/learn/modules/introduction-to-dynamics-365-portals
PLACEHOLDER,module,Integrate Office and Dynamics 365 for Customer Engagement,https://docs.microsoft.com/en-us/learn/modules/integrating-office-and-dynamics-365-customer-engagement
PLACEHOLDER,module,Introduction to integration with Dynamics 365 for Customer Engagement,https://docs.microsoft.com/en-us/learn/modules/introduction-to-integration-with-dynamics-365-customer-engagement
PLACEHOLDER,module,Configure Dynamics 365 portals,https://docs.microsoft.com/en-us/learn/modules/configure-dynamics-365-portals
PLACEHOLDER,module,Get started with workflows in Dynamics 365 for Customer Engagement,https://docs.microsoft.com/en-us/learn/modules/get-started-with-workflows-in-dynamics-365-for-customer-engagement
PLACEHOLDER,module,Administer Microsoft Power Platform subscriptions,https://docs.microsoft.com/en-us/learn/modules/administrating-power-platform-subscriptions
PLACEHOLDER,module,Define and track individual goals in Dynamics 365 Customer Engagement,https://docs.microsoft.com/en-us/learn/modules/define-track-goals-in-dynamics-365
PLACEHOLDER,learning path,Apply goal management to Microsoft Dynamics 365 for Customer Engagement,https://docs.microsoft.com/en-us/learn/paths/apply-goal-management-dynamics-365
PLACEHOLDER,module,Use goal metrics in Dynamics 365 Customer Engagement,https://docs.microsoft.com/en-us/learn/modules/use-goal-metrics-in-dynamics-365
PLACEHOLDER,module,Manage your Dynamics 365 Customer Engagement data,https://docs.microsoft.com/en-us/learn/modules/manage-dynamics-365-data
PLACEHOLDER,module,Create business process flows with Dynamics 365 Customer Engagement,https://docs.microsoft.com/en-us/learn/modules/work-with-business-process-flows-dynamics-365
PLACEHOLDER,module,Build more complex flows with Microsoft Flow,https://docs.microsoft.com/en-us/learn/modules/build-more-flows
PLACEHOLDER,module,Use the Admin center to manage environments and data policies in Microsoft Flow,https://docs.microsoft.com/en-us/learn/modules/administer-flows
PLACEHOLDER,learning path,Automate a business process using Microsoft Flow,https://docs.microsoft.com/en-us/learn/paths/automate-process-using-flow
PLACEHOLDER,module,Get started with Microsoft Flow,https://docs.microsoft.com/en-us/learn/modules/get-started-with-flow
PLACEHOLDER,module,Manage and drive actions from survey responses with Voice of the Customer for Dynamics 365,https://docs.microsoft.com/en-us/learn/modules/voc-managing-driving-action-from-surveys
PLACEHOLDER,module,Response routing and survey scoring options in Voice of the Customer for Dynamics 365,https://docs.microsoft.com/en-us/learn/modules/voc-response-routing-survey-scoring
PLACEHOLDER,module,Create and design knowledge management solutions in Dynamics 365 for Customer Service,https://docs.microsoft.com/en-us/learn/modules/creating-and-designing-knowledge-management-solutions
PLACEHOLDER,learning path,Voice of the Customer for Dynamics 365,https://docs.microsoft.com/en-us/learn/paths/dyn365-voice-of-customer
PLACEHOLDER,module,Create and manage entitlements in Microsoft Dynamics 365 for Customer Service,https://docs.microsoft.com/en-us/learn/modules/creating-and-managing-entitlements-in-dynamics-365
PLACEHOLDER,learning path,Work with cases in Microsoft Dynamics 365 for Customer Service,https://docs.microsoft.com/en-us/learn/paths/work-with-cases-in-dynamics-365-for-customer-service
PLACEHOLDER,module,Design Voice of the Customer for Dynamics 365 surveys,https://docs.microsoft.com/en-us/learn/modules/designing-voc-surveys
PLACEHOLDER,learning path,Work with entitlements and service level agreements in Microsoft Dynamics 365 for Customer Service,https://docs.microsoft.com/en-us/learn/paths/work-with-entitlements-and-slas-in-microsoft-dynamics-365-for-customer-service
PLACEHOLDER,learning path,Work with Knowledge Management Solutions in Microsoft Dynamics 365 for Customer Service,https://docs.microsoft.com/en-us/learn/paths/work-with-knowledge-management-solutions-in-microsoft-dynamics-365-for-customer-service
PLACEHOLDER,module,Consuming Knowledge Articles for Case Resolutions in Dynamics 365 for Customer Service,https://docs.microsoft.com/en-us/learn/modules/consuming-knowledge-articles-for-case-resolutions
PLACEHOLDER,module,Work with and manage Service Level Agreements with Dynamics 365 for Customer Service,https://docs.microsoft.com/en-us/learn/modules/dynamics-365-service-level-agreements
PLACEHOLDER,module,Use Microsoft Dynamics 365 for Customer Service queues to manage case workloads,https://docs.microsoft.com/en-us/learn/modules/using-dynamics-365-queues-to-manage-case-workloads
PLACEHOLDER,module,Managing cases with Microsoft Dynamics 365 for Customer Service,https://docs.microsoft.com/en-us/learn/modules/managing-cases-with-dynamics-365
PLACEHOLDER,module,Customize an app in PowerApps,https://docs.microsoft.com/en-us/learn/modules/customize-apps-in-powerapps
PLACEHOLDER,module,Create and share your first Power BI report,https://docs.microsoft.com/en-us/learn/modules/build-your-first-power-bi-report
PLACEHOLDER,module,Build a web API with ASP.NET Core,https://docs.microsoft.com/en-us/learn/modules/build-web-api-net-core
PLACEHOLDER,module,"Schedule crews, facilities, and resource pooling in Microsoft Dynamics 365 for Field Service",https://docs.microsoft.com/en-us/learn/modules/schedule-resource-pools-crew-and-facilities-urs-dynamics-field-service
PLACEHOLDER,module,Manage scheduling options in Dynamics 365 for Field Service,https://docs.microsoft.com/en-us/learn/modules/manage-scheduling-options-urs-dynamics-field-service
PLACEHOLDER,module,Configure bookable resources in Microsoft Dynamics 365 for Field Service,https://docs.microsoft.com/en-us/learn/modules/configure-bookable-resources-urs-dynamics-field-service
PLACEHOLDER,learning path,Create a canvas app in PowerApps,https://docs.microsoft.com/en-us/learn/paths/create-powerapps
PLACEHOLDER,module,Get started building with Power BI,https://docs.microsoft.com/en-us/learn/modules/get-started-with-power-bi
PLACEHOLDER,module,Remotely Monitor and Service Customer Equipment with Connected Field Service for Dynamics 365 and Azure IoT,https://docs.microsoft.com/en-us/learn/modules/remotely-monitor-and-service-customer-equipment
PLACEHOLDER,module,Get started with model-driven apps in PowerApps,https://docs.microsoft.com/en-us/learn/modules/get-started-with-model-driven-apps-in-powerapps
PLACEHOLDER,module,Get started with Dynamics 365 for Customer Service,https://docs.microsoft.com/en-us/learn/modules/get-started-with-dynamics-365-for-customer-service
PLACEHOLDER,module,Get started with PowerApps,https://docs.microsoft.com/en-us/learn/modules/get-started-with-powerapps
PLACEHOLDER,module,Get started with Connected Field Service for Dynamics 365 and Azure IoT,https://docs.microsoft.com/en-us/learn/modules/get-started-with-connected-field-service
PLACEHOLDER,learning path,Create and use analytics reports with Power BI,https://docs.microsoft.com/en-us/learn/paths/create-use-analytics-reports-power-bi
PLACEHOLDER,module,Manage apps in PowerApps,https://docs.microsoft.com/en-us/learn/modules/manage-apps-in-powerapps
PLACEHOLDER,module,Identify Exceptions with Connected Field Service for Dynamics 365 and Azure IoT,https://docs.microsoft.com/en-us/learn/modules/identify-exceptions-with-connected-field-service
PLACEHOLDER,module,Using IoT Central with Connected Field Service for Dynamics 365,https://docs.microsoft.com/en-us/learn/modules/using-iot-central-with-connected-field-service
PLACEHOLDER,module,Get started with the Common Data Service for Apps,https://docs.microsoft.com/en-us/learn/modules/get-started-with-powerapps-common-data-service
PLACEHOLDER,module,Resource scheduling optimization in Microsoft Dynamics 365 for Field Service,https://docs.microsoft.com/en-us/learn/modules/schedule-resource-optimization-urs-dynamics-field-service
PLACEHOLDER,learning path,Create a model-driven application in PowerApps,https://docs.microsoft.com/en-us/learn/paths/create-app-models-business-processes
PLACEHOLDER,learning path,Working with Connected Field Service for Dynamics 365 and Azure IoT,https://docs.microsoft.com/en-us/learn/paths/working-with-connected-field-service-iot
PLACEHOLDER,learning path,Universal Resource Scheduling in Microsoft Dynamics 365 for Field Service,https://docs.microsoft.com/en-us/learn/paths/universal-resource-scheduling
PLACEHOLDER,module,Customize the schedule board in Microsoft Dynamics 365 for Field Service,https://docs.microsoft.com/en-us/learn/modules/customize-the-schedule-board-urs-dynamics-field-service
PLACEHOLDER,module,Register and Manage Customer Devices with Connected Field Service for Dynamics 365 and Azure IoT,https://docs.microsoft.com/en-us/learn/modules/register-and-manage-customer-devices-with-connected-field-service
PLACEHOLDER,module,Microsoft Azure IoT strategy and solutions,https://docs.microsoft.com/en-us/learn/modules/azure-iot-strategy-and-solutions
PLACEHOLDER,module,Dynamics 365 for Marketing,https://docs.microsoft.com/en-us/learn/modules/dynamics-365-for-marketing
PLACEHOLDER,module,Introduction to Microsoft Business Applications,https://docs.microsoft.com/en-us/learn/modules/intro-business-applications
PLACEHOLDER,module,Manage relationships with social selling in Dynamics 365 for Sales,https://docs.microsoft.com/en-us/learn/modules/manage-relationships-social-selling-dynamics-365-sales
PLACEHOLDER,module,Upload data to Azure Data Lake Storage,https://docs.microsoft.com/en-us/learn/modules/upload-data-to-azure-data-lake-storage
PLACEHOLDER,module,Dynamics 365 for Finance and Operations,https://docs.microsoft.com/en-us/learn/modules/dynamics-365-for-finance-ops
PLACEHOLDER,module,Design a data warehouse with Azure SQL Data Warehouse,https://docs.microsoft.com/en-us/learn/modules/design-azure-sql-data-warehouse
PLACEHOLDER,module,Work with data streams by using Azure Stream Analytics,https://docs.microsoft.com/en-us/learn/modules/introduction-to-data-streaming
PLACEHOLDER,module,Analyze Dynamics 365 sales data,https://docs.microsoft.com/en-us/learn/modules/analyze-dynamics-365-sales-data
PLACEHOLDER,module,Manage opportunities with Dynamics 365 for Sales,https://docs.microsoft.com/en-us/learn/modules/manage-opportunities-dynamics-365-sales
PLACEHOLDER,module,Data warehouse security,https://docs.microsoft.com/en-us/learn/modules/data-warehouse-security
PLACEHOLDER,module,Import data into Azure SQL Data Warehouse by using PolyBase,https://docs.microsoft.com/en-us/learn/modules/import-data-into-asdw-with-polybase
PLACEHOLDER,module,Introduction to Azure Data Lake storage,https://docs.microsoft.com/en-us/learn/modules/introduction-to-azure-data-lake-storage
PLACEHOLDER,module,"Power Platform—Introduction, business value, and demos",https://docs.microsoft.com/en-us/learn/modules/intro-to-power-platform-mba
PLACEHOLDER,learning path,Learn the business value of Microsoft Dynamics 365 and the Power Platform,https://docs.microsoft.com/en-us/learn/paths/learn-business-value-of-dynamics-365-and-power-platform
PLACEHOLDER,module,Microsoft Azure Artificial Intelligence (AI) strategy and solutions,https://docs.microsoft.com/en-us/learn/modules/azure-artificial-intelligence
PLACEHOLDER,module,Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/dynamics-365-business-central
PLACEHOLDER,module,Understand the evolving world of data,https://docs.microsoft.com/en-us/learn/modules/evolving-world-of-data
PLACEHOLDER,module,Enabling digital transformation,https://docs.microsoft.com/en-us/learn/modules/enable-digital-transformation
PLACEHOLDER,module,Microsoft runs on trust,https://docs.microsoft.com/en-us/learn/modules/microsoft-runs-on-trust
PLACEHOLDER,module,Manage and organize your product catalog with Dynamics 365 for Sales,https://docs.microsoft.com/en-us/learn/modules/manage-organize-product-catalog-dynamics-365-sales
PLACEHOLDER,module,Dynamics 365 for Field Service,https://docs.microsoft.com/en-us/learn/modules/dynamics-365-for-field-service
PLACEHOLDER,learning path,Learn the business value of Microsoft Azure,https://docs.microsoft.com/en-us/learn/paths/learn-business-value-of-azure
PLACEHOLDER,module,Secure your Azure Storage account,https://docs.microsoft.com/en-us/learn/modules/secure-azure-storage-account
PLACEHOLDER,learning path,Azure for the Data Engineer,https://docs.microsoft.com/en-us/learn/paths/azure-for-the-data-engineer
PLACEHOLDER,module,Leverage Embedded Intelligence in Dynamics 365 for Sales,https://docs.microsoft.com/en-us/learn/modules/leverage-embedded-intelligence-dynamics-365-sales
PLACEHOLDER,module,Dynamics 365 for Customer Service,https://docs.microsoft.com/en-us/learn/modules/dynamics-365-for-customer-service
PLACEHOLDER,module,Applications and infrastructure migration and modernization,https://docs.microsoft.com/en-us/learn/modules/app-and-infra-migration-and-modernization
PLACEHOLDER,learning path,Implement a Data Warehouse with Azure SQL Data Warehouse,https://docs.microsoft.com/en-us/learn/paths/implement-sql-data-warehouse
PLACEHOLDER,learning path,Large Scale Data Processing with Azure Data Lake Storage Gen2,https://docs.microsoft.com/en-us/learn/paths/data-processing-with-azure-adls
PLACEHOLDER,module,Dynamics 365 for Sales,https://docs.microsoft.com/en-us/learn/modules/dynamics-365-for-sales
PLACEHOLDER,learning path,Extract knowledge and insights from your data with Azure Databricks,https://docs.microsoft.com/en-us/learn/paths/data-science
PLACEHOLDER,module,Identify the tasks of a data engineer in a cloud-hosted architecture,https://docs.microsoft.com/en-us/learn/modules/data-engineering-processes
PLACEHOLDER,module,Introduction to Azure solutions,https://docs.microsoft.com/en-us/learn/modules/intro-azure-areas-and-solutions
PLACEHOLDER,module,Welcome to Microsoft Azure,https://docs.microsoft.com/en-us/learn/modules/welcome-to-azure-generalist
PLACEHOLDER,module,Microsoft data estate migration and modernization,https://docs.microsoft.com/en-us/learn/modules/data-estate-migration-and-modernization
PLACEHOLDER,module,Query data in Azure SQL Data Warehouse,https://docs.microsoft.com/en-us/learn/modules/query-azure-sql-data-warehouse
PLACEHOLDER,module,Transform data by using Azure Stream Analytics,https://docs.microsoft.com/en-us/learn/modules/transform-data-with-azure-stream-analytics
PLACEHOLDER,module,Manage leads with Dynamics 365 for Sales,https://docs.microsoft.com/en-us/learn/modules/manage-leads-dynamics-365-sales
PLACEHOLDER,module,Process sales orders with Dynamics 365 for Sales,https://docs.microsoft.com/en-us/learn/modules/process-sales-orders-dynamics-365-sales
PLACEHOLDER,module,Survey the services on the Azure Data platform,https://docs.microsoft.com/en-us/learn/modules/survey-the-azure-data-platform
PLACEHOLDER,learning path,Working with Dynamics 365 for Sales,https://docs.microsoft.com/en-us/learn/paths/working-with-dynamics-365-sales
PLACEHOLDER,learning path,Get started with Dynamics 365 for Finance and Operations,https://docs.microsoft.com/en-us/learn/paths/get-started-with-dynamics-365-for-finance-and-ops
PLACEHOLDER,learning path,Implement a Data Streaming Solution with Azure Streaming Analytics,https://docs.microsoft.com/en-us/learn/paths/implement-data-streaming-with-asa
PLACEHOLDER,module,Dynamics 365 for Talent,https://docs.microsoft.com/en-us/learn/modules/dynamics-365-for-talent
PLACEHOLDER,module,Dynamics 365 for Retail,https://docs.microsoft.com/en-us/learn/modules/dynamics-365-for-retail
PLACEHOLDER,module,Welcome to Microsoft Business Applications,https://docs.microsoft.com/en-us/learn/modules/welcome-to-business-app-generalist
PLACEHOLDER,learning path,Implementing Microsoft Dynamics 365 for Field Service,https://docs.microsoft.com/en-us/learn/paths/implementing-dyn365-field-service
PLACEHOLDER,module,Deliver a customized mobile experience in Microsoft Dynamics 365 for Field Service,https://docs.microsoft.com/en-us/learn/modules/implement-deliver-a-customized-mobile-experience
PLACEHOLDER,module,Get started with Microsoft Dynamics 365 for Field Service Mobile,https://docs.microsoft.com/en-us/learn/modules/implement-get-started-with-microsoft-dynamics-365-for-field-service-mobile
PLACEHOLDER,module,"Work order management, agreements, inventory, and purchasing in Microsoft Dynamics 365 for Field Service",https://docs.microsoft.com/en-us/learn/modules/implement-work-order-management-agreements-inventory-and-purchasing
PLACEHOLDER,module,Configure Microsoft Dynamics 365 for Field Service,https://docs.microsoft.com/en-us/learn/modules/implement-configure-microsoft-dynamics-365-for-field-service
PLACEHOLDER,module,Analyze Results in Dynamics 365 for Marketing,https://docs.microsoft.com/en-us/learn/modules/work-with-analyze-results
PLACEHOLDER,module,Generate Leads in Dynamics 365 for Marketing,https://docs.microsoft.com/en-us/learn/modules/work-with-generate-leads
PLACEHOLDER,module,Lead Lifecycle in Dynamics 365 for Marketing,https://docs.microsoft.com/en-us/learn/modules/work-with-lead-lifecycle
PLACEHOLDER,module,Marketing to Leads and Contacts in Dynamics 365 for Marketing,https://docs.microsoft.com/en-us/learn/modules/work-with-marketing-to-leads-and-contacts
PLACEHOLDER,learning path,Working with Dynamics 365 for Marketing,https://docs.microsoft.com/en-us/learn/paths/working-with-dynamics-365-for-marketing
PLACEHOLDER,module,Assess Leads in Dynamics 365 for Marketing,https://docs.microsoft.com/en-us/learn/modules/work-with-assess-leads
PLACEHOLDER,module,Tour the N-tier architecture style for your application,https://docs.microsoft.com/en-us/learn/modules/n-tier-architecture
PLACEHOLDER,module,Load test Azure web apps by using Azure DevOps,https://docs.microsoft.com/en-us/learn/modules/load-test-web-app-azure-devops
PLACEHOLDER,module,Capture and view page load times in your Azure web app with Application Insights,https://docs.microsoft.com/en-us/learn/modules/capture-page-load-times-application-insights
PLACEHOLDER,module,Core Cloud Services - Azure architecture and service guarantees,https://docs.microsoft.com/en-us/learn/modules/explore-azure-infrastructure
PLACEHOLDER,module,Predict costs and optimize spending for Azure,https://docs.microsoft.com/en-us/learn/modules/predict-costs-and-optimize-spending
PLACEHOLDER,module,Apply and monitor infrastructure standards with Azure Policy,https://docs.microsoft.com/en-us/learn/modules/intro-to-governance
PLACEHOLDER,learning path,Azure fundamentals,https://docs.microsoft.com/en-us/learn/paths/azure-fundamentals
PLACEHOLDER,module,Host a web application with Azure App service,https://docs.microsoft.com/en-us/learn/modules/host-a-web-app-with-azure-app-service
PLACEHOLDER,module,Create an Experiment in Azure Machine Learning Studio,https://docs.microsoft.com/en-us/learn/modules/create-an-experiment-in-ml-studio
PLACEHOLDER,module,Create an Azure Machine Learning Studio Account,https://docs.microsoft.com/en-us/learn/modules/create-machine-learning-studio-account
PLACEHOLDER,module,Write internet-connected Windows apps,https://docs.microsoft.com/en-us/learn/modules/build-internet-connected-windows10-apps
PLACEHOLDER,learning path,Develop Windows 10 applications,https://docs.microsoft.com/en-us/learn/paths/develop-windows10-apps
PLACEHOLDER,module,Write your first Windows 10 application,https://docs.microsoft.com/en-us/learn/modules/write-your-first-windows10-app
PLACEHOLDER,module,Keep your virtual machines updated,https://docs.microsoft.com/en-us/learn/modules/keep-your-virtual-machines-updated
PLACEHOLDER,module,"Add a machine learning model to a UWP app, so it can run offline on a Windows device",https://docs.microsoft.com/en-us/learn/modules/add-machine-learning-to-uwp-app
PLACEHOLDER,module,Getting started with Visual Studio for Windows 10 app development,https://docs.microsoft.com/en-us/learn/modules/get-started-with-visual-studio-for-windows10-app-dev
PLACEHOLDER,module,Get started with Azure DevOps,https://docs.microsoft.com/en-us/learn/modules/get-started-with-devops
PLACEHOLDER,module,Secure your Azure SQL Database,https://docs.microsoft.com/en-us/learn/modules/secure-your-azure-sql-database
PLACEHOLDER,module,Perform exploratory data analysis with Azure Databricks,https://docs.microsoft.com/en-us/learn/modules/perform-exploratory-data-analysis-with-azure-databricks
PLACEHOLDER,module,"Train, evaluate, and select machine-learning models with Azure Databricks",https://docs.microsoft.com/en-us/learn/modules/perform-model-training-evaluation-and-selection-with-azure-databricks
PLACEHOLDER,module,The Mojifier - Create a Slack bot that replaces people's faces with emojis matching their emotion,https://docs.microsoft.com/en-us/learn/modules/replace-faces-with-emojis-matching-emotion
PLACEHOLDER,module,Control and organize Azure resources with Azure Resource Manager,https://docs.microsoft.com/en-us/learn/modules/control-and-organize-with-azure-resource-manager
PLACEHOLDER,module,Introduction to Azure Government,https://docs.microsoft.com/en-us/learn/modules/intro-to-azure-government
PLACEHOLDER,module,Secure your Azure resources with role-based access control (RBAC),https://docs.microsoft.com/en-us/learn/modules/secure-azure-resources-with-rbac
PLACEHOLDER,module,Introduction to Site Reliability Engineering (SRE),https://docs.microsoft.com/en-us/learn/modules/intro-to-site-reliability-engineering
PLACEHOLDER,module,Build a chat bot with the Azure Bot Service,https://docs.microsoft.com/en-us/learn/modules/build-chat-bot-with-azure-bot-service
PLACEHOLDER,module,Caching and performance in Azure storage disks,https://docs.microsoft.com/en-us/learn/modules/caching-and-performance-azure-storage-and-disks
PLACEHOLDER,module,Chain Azure functions together using input and output bindings,https://docs.microsoft.com/en-us/learn/modules/chain-azure-functions-data-using-bindings
PLACEHOLDER,module,Monitor and manage your coffee machine with Azure IoT Central,https://docs.microsoft.com/en-us/learn/modules/monitor-and-manage-device-with-iot-central
PLACEHOLDER,module,Provision an Azure SQL database to store application data,https://docs.microsoft.com/en-us/learn/modules/provision-azure-sql-db
PLACEHOLDER,learning path,Secure your cloud data,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-data
PLACEHOLDER,module,Create serverless logic with Azure Functions,https://docs.microsoft.com/en-us/learn/modules/create-serverless-logic-with-azure-functions
PLACEHOLDER,module,Create an Azure Storage account,https://docs.microsoft.com/en-us/learn/modules/create-azure-storage-account
PLACEHOLDER,learning path,Create serverless applications,https://docs.microsoft.com/en-us/learn/paths/create-serverless-applications
PLACEHOLDER,module,Core Cloud Services - Azure data storage options,https://docs.microsoft.com/en-us/learn/modules/intro-to-data-in-azure
PLACEHOLDER,module,Prepare your development environment for Azure development,https://docs.microsoft.com/en-us/learn/modules/prepare-your-dev-environment-for-azure-development
PLACEHOLDER,module,Core Cloud Services - Manage services with the Azure portal,https://docs.microsoft.com/en-us/learn/modules/tour-azure-portal
PLACEHOLDER,learning path,Work with relational data in Azure,https://docs.microsoft.com/en-us/learn/paths/work-with-relational-data-in-azure
PLACEHOLDER,learning path,Administer infrastructure resources in Azure,https://docs.microsoft.com/en-us/learn/paths/administer-infrastructure-resources-in-azure
PLACEHOLDER,module,Create a Windows virtual machine in Azure,https://docs.microsoft.com/en-us/learn/modules/create-windows-virtual-machine-in-azure
PLACEHOLDER,module,Align requirements with cloud types and service models in Azure,https://docs.microsoft.com/en-us/learn/modules/align-requirements-in-azure
PLACEHOLDER,module,Configure the network for your virtual machines,https://docs.microsoft.com/en-us/learn/modules/configure-network-for-azure-virtual-machines
PLACEHOLDER,module,Design for efficiency and operations in Azure,https://docs.microsoft.com/en-us/learn/modules/design-for-efficiency-and-operations-in-azure
PLACEHOLDER,module,Design for security in Azure,https://docs.microsoft.com/en-us/learn/modules/design-for-security-in-azure
PLACEHOLDER,module,Pillars of a great Azure architecture,https://docs.microsoft.com/en-us/learn/modules/pillars-of-a-great-azure-architecture
PLACEHOLDER,module,Publish a web app to Azure with Visual Studio,https://docs.microsoft.com/en-us/learn/modules/publish-azure-web-app-with-visual-studio
PLACEHOLDER,module,Store application data with Azure Blob storage,https://docs.microsoft.com/en-us/learn/modules/store-app-data-with-azure-blob-storage
PLACEHOLDER,module,Create an Azure Cosmos DB database built to scale,https://docs.microsoft.com/en-us/learn/modules/create-cosmos-db-for-scale
PLACEHOLDER,module,Create a Linux virtual machine in Azure,https://docs.microsoft.com/en-us/learn/modules/create-linux-virtual-machine-in-azure
PLACEHOLDER,module,Execute an Azure Function with triggers,https://docs.microsoft.com/en-us/learn/modules/execute-azure-function-with-triggers
PLACEHOLDER,module,Implement message-based communication workflows with Azure Service Bus,https://docs.microsoft.com/en-us/learn/modules/implement-message-workflows-with-service-bus
PLACEHOLDER,module,Cloud Concepts - Principles of cloud computing,https://docs.microsoft.com/en-us/learn/modules/principles-cloud-computing
PLACEHOLDER,module,Core Cloud Services - Azure compute options,https://docs.microsoft.com/en-us/learn/modules/intro-to-azure-compute
PLACEHOLDER,module,Learn how to manage IoT devices as an IT Admin,https://docs.microsoft.com/en-us/learn/modules/manage-iot-devices
